housing_type,available_time,experience,has_children,has_other_pets,species,age,size,energy_level,good_with_children,good_with_pets,compatibility_score
2,2.2504187617087212,1,1,0,1,14.555829773857935,1,2.0574618204608752,1,0,83.16131998315556
0,5.287244190984357,2,0,1,1,8.1911746583351,2,3.393577436718458,1,0,30.353874369906976
2,8.259177073160304,2,1,0,0,12.633795744531252,0,2.275601630953515,0,1,77.14767980806427
0,4.631147138375114,0,0,0,1,11.538904852879206,0,2.4498021593384225,0,0,73.07740085536092
2,2.78457546373573,0,1,0,1,8.431235122338393,2,0.04655581566782252,0,0,79.62353542036817
2,6.5470907535629905,0,1,0,0,11.944253883719863,1,8.807088321994518,0,0,42.37062401690281
0,8.23767395799123,1,1,1,0,18.94495753412525,1,2.959904952757938,1,0,85.0083964377305
0,0.6314029292739132,2,1,0,0,3.857874873627547,0,0.8637437952279448,1,0,91.2039853507316
2,7.767904834072271,0,0,0,0,18.115441915710527,2,0.8698740568108854,0,1,100.0
1,8.216479329617712,0,0,0,2,1.0691102796639673,1,5.560182764609522,1,1,75.80724928527876
0,4.615229275886068,0,0,0,1,6.167784258033214,2,9.929205505339372,0,0,21.796725298378668
1,9.833056568184674,1,0,0,2,5.762904972230565,2,1.4502246727019164,0,1,100.0
1,7.867083407073091,0,0,1,0,12.527302157618115,0,0.9962178094965946,0,1,100.0
1,7.736625648956657,0,0,1,0,2.6244990355458064,2,4.383038804020907,0,0,66.2293829133199
0,7.478385744120718,1,0,0,0,17.646952236795073,2,5.633312538407954,1,0,57.17910308321796
1,1.50608103218274,1,1,0,0,16.571028169300824,0,2.9438035887794047,1,0,81.53640309245456
0,2.172308864530108,0,0,1,0,13.041316393705555,1,3.0252209251386644,1,0,45.53800865921103
1,4.63990131464425,0,1,1,1,9.168276635843956,2,4.2447650184894945,0,1,48.42546660300497
2,2.6400434995946584,1,0,1,2,18.659120842841567,0,3.14145615150606,1,0,36.044582321428685
2,4.152409723340405,2,1,0,2,16.61493109441112,1,9.153315835685166,0,0,25.568666735462507
0,8.884641099229206,1,0,0,1,9.986302961624897,2,0.4195457129062896,1,1,100.0
2,8.243268918792692,2,1,0,1,14.037467089086224,1,2.345701598702746,0,0,70.70424406749473
2,6.300398784799822,0,0,0,1,11.33859904359369,0,8.085527962274213,1,1,43.54411628735094
1,8.581203942511035,0,0,0,2,11.758844767765291,2,8.339581246649567,0,1,78.55346095218967
0,7.837723890172493,2,0,0,2,6.619521388749425,0,1.1155507896420114,1,0,100.0
1,4.289849318408905,1,0,1,0,9.241692092497935,0,9.737634500127166,1,1,83.40639483329352
1,2.0106515204994513,0,1,1,2,1.5624286157948841,2,6.9335484989910885,1,0,59.27648331429231
1,5.142010400093392,2,0,0,2,7.14697383329185,0,2.7259305598359562,1,1,77.6624490459079
1,7.362288825285502,1,0,0,1,13.916570307243038,1,4.560378648144545,1,0,84.02361609800693
1,4.36419598729593,2,1,0,2,19.064320610123726,0,2.9713861956796714,1,0,86.46117598450425
1,6.667719097838972,1,0,1,0,19.261282255260404,2,1.5002224985441937,1,1,100.0
1,0.9432742629104363,1,1,1,2,11.114457382497832,2,2.9117806474891514,0,0,12.60636844320403
0,7.480047363714034,1,1,1,1,12.13244503619164,1,5.800919374896184,0,1,55.75269864183734
2,8.12713619893062,1,0,1,1,3.71442371001935,2,8.259696948354687,0,1,91.1827307390497
1,7.068378557805412,2,0,0,0,13.906162161870615,0,3.635290748895772,1,0,84.78031469317494
1,9.672635875263655,2,1,1,0,1.4131758534877248,0,3.4790154054784175,1,1,100.0
1,8.266520574606403,2,0,1,2,5.69371371598889,2,4.680007010813227,0,0,66.63164264430802
1,9.030937278765382,2,1,0,0,13.367266945708845,1,6.445555999643463,1,1,89.32686869404147
1,9.335710834576481,2,0,0,0,6.206202630869786,1,7.516162624323092,0,0,80.74070705878178
1,8.013479918738085,1,0,0,1,0.9969374822890864,2,3.2679950479947384,1,1,87.51834549588578
2,6.742588420064991,0,1,1,1,16.637408187019275,0,5.863524678251389,0,1,48.93964425026133
2,0.05718581360789288,0,0,0,2,6.206600142691261,2,3.8936084128088244,1,1,63.795653595936265
1,4.6582575322312465,2,0,1,2,1.2621044971735684,2,7.163998503633859,1,1,97.95890497947812
2,5.71162298622361,2,0,1,2,1.4957632900573037,1,1.6467492051702082,1,1,99.11437785971111
0,3.0403027244799965,0,1,1,2,5.035175975775072,0,2.569248650512961,1,0,75.69350881744151
1,3.1810444690347204,1,0,1,1,3.560318944430525,1,4.260604198427497,1,0,32.03661560237521
0,9.611594157101651,2,1,0,2,15.486002355603016,1,8.894147899213676,1,1,95.94666491033821
0,8.917108652027459,1,0,0,2,6.433680933340689,0,5.733257893506902,0,0,78.84656423462874
1,8.491790055017042,0,1,1,0,16.09391570079665,0,9.653961189814117,0,0,12.427501218280183
2,4.060118017061106,0,0,0,2,3.476919956463056,0,1.0327768528108383,0,0,82.82906933819356
0,0.13698550408914545,2,0,1,0,9.857583590881676,2,4.601754136509348,1,1,51.231290638397965
1,0.8022224645571407,1,1,1,1,13.760742671062577,0,4.190785300453842,0,0,0.0
0,3.1219636821760366,2,0,0,2,13.039817077317098,2,6.002061764059684,1,0,37.11583673341248
0,0.15742912995676983,0,1,0,0,12.022588198605375,1,8.119646087075783,0,1,33.09924579331951
0,0.17149781915198115,1,0,1,2,18.496432038623396,0,8.414480255830602,0,1,88.40665498863879
0,9.16603301642411,2,1,0,0,4.570502954134888,2,6.701946087055083,0,1,29.321761935934074
2,7.061585021190541,2,0,1,2,9.874384089242108,2,6.415363642455536,1,1,100.0
0,3.0895599006815266,2,1,0,1,17.679851001448174,2,9.490295420448074,1,1,56.171538832272915
0,1.3264457760095316,0,0,1,1,1.5578753119031408,2,3.8368740163842463,0,0,0.0
0,5.116357178950771,2,1,1,0,1.117765365061505,1,8.327833141884883,1,0,65.11566868834018
2,0.05346160854364457,1,1,0,0,4.666045751165829,0,9.215037270922942,0,0,9.772769517803255
0,9.38413743858144,2,0,0,1,12.660424390760369,0,4.915392442651969,1,1,88.66435087833723
0,4.148151193889472,0,1,1,2,5.197592528996138,0,7.291025786033003,0,0,9.959880267674837
2,4.023349552373327,2,1,0,0,3.8047976761759794,0,3.7701985667090607,1,1,100.0
2,3.905936075817822,0,0,0,1,9.17604630716584,0,1.5887901419540407,0,0,68.35232336106128
2,0.6932833038776476,0,0,1,0,12.27196137538823,0,5.865038814724253,1,0,29.04131944213738
0,6.383222397918265,1,0,1,1,4.971154140334808,2,1.9647165084953189,1,1,74.68350639438896
2,7.330036196283533,1,0,0,1,6.013823734474841,0,4.575991308038691,0,0,80.31757538378497
2,6.7612539758829024,2,0,0,0,12.271186096230277,2,8.728793133283332,1,0,88.42407190212639
0,1.384354933293943,0,0,1,0,18.914768439789054,1,0.8601818756368051,1,1,88.87462007836584
2,5.788401680355926,0,1,1,1,13.494834548761766,2,0.3042853566464965,1,0,100.0
0,5.694844841722539,1,1,1,2,15.6580828716912,1,6.064778473818876,1,0,62.65101131955263
1,8.684107879413821,1,1,1,1,7.336201895109376,0,3.310613265948951,1,0,85.84632677104186
2,3.7912765837564697,2,0,1,2,5.445087187689321,1,4.179377069259153,1,1,74.95859221409981
1,3.714859436594342,0,0,1,2,9.085354864052452,1,4.057105886583315,1,1,75.05917268479388
0,6.185270587181856,1,1,1,2,16.142656574233474,2,0.8662022900956357,1,0,93.34707200200116
2,6.33072653499513,2,1,1,0,9.125992835811116,2,0.035664326795945556,1,0,100.0
0,4.692852273257904,0,0,0,1,16.93450817579722,1,8.984232428642644,0,1,47.16728544858725
1,4.430593623304211,0,1,0,1,19.77543961390254,1,2.1779856090374636,1,1,86.83814657476003
0,4.941476706378827,1,0,0,2,1.4405333146067267,0,4.2607899186428835,1,1,76.28297673714411
2,8.61045299503312,2,0,1,2,0.9082031216740738,2,9.719257966710785,0,0,52.18586808386541
2,4.6116690125391,1,1,0,2,2.9917940582672364,1,8.267625819836523,1,0,73.10339335565006
1,9.399317919698225,2,0,1,1,7.687393514686924,2,1.0793085526270219,1,1,100.0
0,5.040037635963261,0,0,0,2,2.620844182908648,0,5.085190316125857,1,1,65.00427811747602
2,9.492006931808914,2,0,1,1,17.41328955237512,0,7.30079026495016,1,0,48.47944425222586
1,8.328319018690758,2,0,1,1,0.46292502054127604,1,6.983927849992124,0,1,84.42991834109218
2,3.624313226158291,2,1,0,0,6.31585432671645,0,7.608418524044702,1,0,93.96334461966157
2,8.63641421296616,2,0,1,2,3.693892589884107,1,4.5745465488803525,1,1,96.50943556347181
0,1.1006328420111522,2,0,0,2,18.630786603150646,2,1.7592292933028209,0,1,40.23535358911012
2,9.250471753430144,1,1,0,2,13.38962009780056,2,4.648724439193726,0,0,66.43250555627174
0,6.316435150828916,2,0,0,0,18.24060512902749,1,6.47887249173292,0,1,69.49323735874741
2,0.5439074852231118,2,0,0,2,19.446574206207867,1,6.08592086605168,1,1,45.02516467472015
1,6.442567236508116,0,1,0,1,9.941964873547384,1,0.7052205378860743,0,0,86.06220544400229
2,9.74247654144756,2,1,0,2,4.686382160960525,2,0.6495243408219176,1,0,100.0
0,0.6980065461462892,0,0,0,1,3.8745757239317857,2,9.65257831155212,0,0,4.805010929284112
0,5.546877097800863,1,0,0,1,4.45837723371681,0,1.5180545503977105,0,0,89.55499664732412
1,7.477943497593724,1,1,0,1,14.171866152440058,0,2.9446246401172194,1,0,100.0
2,8.102585866995312,2,0,1,1,0.8089145624600147,2,7.6763448215616545,0,1,96.18893378358288
2,4.138274653207958,1,0,1,2,1.0272214606542973,2,4.096770758231749,1,1,85.12859737416873
1,2.0416655916824302,2,0,0,0,12.162858847663001,1,1.814648532600327,0,0,63.189628597325296
2,0.42342278772383835,1,1,1,0,12.841142934748131,2,4.672323823097814,0,0,17.578290834317713
2,5.797261570972248,2,0,1,1,13.305258486449201,2,5.689499707633658,1,1,98.51743793786987
0,4.529110702676108,2,1,0,2,7.437610091771825,0,4.527666092780756,1,0,100.0
2,9.48744395149711,0,1,0,0,16.118897774283063,0,9.18946075472109,0,0,42.86836486485792
2,0.6060490771490978,0,1,1,2,10.672491754532352,1,2.846992950995043,1,0,46.48295542078088
1,6.853953434460057,0,1,0,0,2.109312600188389,0,6.61332160699671,0,1,25.221355015792238
1,0.2496622212005717,0,0,0,1,15.941986141346904,1,1.1229472140989771,1,0,42.856838928461855
0,1.7143417671054273,2,1,0,1,19.061355725409165,2,3.9228545766402654,0,1,11.428943571977303
2,4.535789999228341,1,0,1,1,1.2007262600471735,2,7.409932515849737,1,1,80.93043750060203
2,4.548724428028682,2,1,0,0,7.827026774011598,1,2.2481694058946546,0,0,46.36177079040278
2,6.857005429336439,0,1,1,2,9.750320896694953,0,5.897710456544126,0,0,8.809340095726673
0,9.102130348677566,0,0,0,1,2.929415201566339,0,1.5343702920906033,0,0,100.0
0,6.390321589149208,1,1,0,2,17.35417895565754,2,1.0270169136137108,0,1,67.87761613904426
1,9.535350978515089,0,1,1,2,5.68299289780088,0,5.232327489250427,1,0,77.05133492122198
0,8.816156398779976,2,0,0,1,15.660170798763202,1,6.750109960860287,1,1,65.28426260407224
2,5.844997955307902,2,1,1,0,13.419889640566321,2,1.1336706623448345,1,1,100.0
2,8.337919509188273,2,1,1,1,11.960916449340468,0,9.17776252372915,0,1,47.188849648194385
0,6.42577610323634,2,1,0,1,3.842856973931088,2,2.257722626974669,0,0,36.83843680829822
2,0.7855783092372715,2,0,0,0,4.414070411018114,2,1.1997530815930002,0,1,82.00111269004613
2,7.4056472325951,1,1,1,2,0.9469680949313863,0,2.026989083502105,1,1,100.0
0,0.9490844126734621,2,0,1,0,4.814248595645328,1,1.6957245653184194,1,0,42.50690434758222
0,5.940827805697124,0,0,0,0,6.908872189210282,0,0.9067465061294899,1,0,100.0
2,7.026402058582288,0,0,0,1,16.662906077248508,0,7.978392347787074,1,0,55.06692722470761
2,0.6652760821085524,0,1,0,0,7.3278533342961065,0,4.95537774744111,0,1,24.303521481819505
2,2.3079465392653176,0,1,0,0,15.092435655312128,0,3.8851944037868282,0,1,33.16091012523532
1,9.156722322616499,1,1,0,0,8.788845625909751,0,9.50627926984133,0,0,40.799485573503915
1,6.163144922328963,0,1,1,2,15.697366239877768,0,3.7100838706479076,0,1,61.28932584519047
1,2.462860188105316,1,0,1,2,19.525432008740797,1,1.6697272604718938,1,1,77.01782017951447
0,6.906797711480066,0,0,1,1,4.796831161151602,2,2.7404289192659625,0,0,15.805487254864772
1,5.967764199616896,1,1,1,1,17.246832239277524,1,2.3896653358859643,1,1,100.0
0,5.015756999179484,1,1,0,2,12.436481726115494,0,4.987412795633048,1,1,91.29169756840614
0,9.761869749880837,1,0,1,0,16.345885231773096,1,2.9150512395457397,0,0,73.22180732292813
1,6.8345377740750894,0,1,0,1,13.031718045356104,2,5.160611721863618,1,0,85.9444126938155
1,3.7544110966791266,1,1,0,1,8.478990145483003,1,6.692934249467889,1,1,93.06997104112973
1,8.00073432076868,2,1,0,0,4.561498788835808,0,7.772987857132579,0,1,45.56373418850687
2,8.845832929211877,2,1,0,0,1.4007045066233004,2,7.101577812672309,1,0,100.0
1,1.2522055951683142,0,1,0,0,10.71036728921434,0,2.0559071645636093,0,0,33.536913818545024
2,2.005529778452665,2,1,1,0,19.80652189053731,0,1.1589971924275377,1,0,69.71654240109942
0,2.1622700912777972,2,0,0,0,14.760836100284125,2,5.424501591012509,1,0,38.52907413348404
2,6.912118093865404,2,0,0,2,6.546910827980332,2,1.9891179120814517,1,0,100.0
1,6.030395550532833,0,0,0,0,16.544096001734705,0,0.8493372177151326,1,0,100.0
0,6.189915646985882,0,0,1,1,15.379680003528131,1,5.270943429794172,1,0,26.117801615880985
0,9.40773299689501,2,1,0,2,5.632715867069136,2,3.2679418510779543,0,0,42.10089947342718
0,7.75911532807306,0,1,0,1,0.2861497958846937,1,7.561490119385038,1,1,64.89107672140287
2,1.2793692451178318,1,0,0,0,2.363252770678992,1,3.1419163054841803,1,0,46.1919023634424
1,3.4750708242518105,2,0,1,1,17.54612380624115,2,9.787171370558138,1,0,59.49271663748713
0,4.353936461757356,0,0,0,0,16.731260706097434,1,7.585231912607081,1,0,68.90863418781451
0,3.959615887476049,0,0,1,1,5.904180017567249,2,0.5769322148886213,0,1,73.86880386955127
0,6.693086091618792,2,0,1,1,5.703908525688409,2,5.088727403562761,1,1,54.59565488216186
2,8.918931032565625,0,1,0,0,15.857299742049422,2,5.626205012141103,1,0,100.0
2,3.06051463522788,2,1,1,1,18.75474939790844,2,6.953027106815977,1,0,71.11828056195091
1,5.518771364211856,0,0,1,2,15.582745135951999,1,4.977967970337582,0,1,85.91605282963135
2,7.894094219135857,1,0,0,1,12.11157354061523,1,4.834435984145732,1,0,76.5061082365318
0,4.162180588453493,2,1,0,2,4.853427006636091,2,3.6793861167761275,1,1,64.78221769464982
1,1.6811812839929585,1,1,0,2,10.514958281905214,2,2.7146138389917374,1,0,89.53105809618759
0,4.7495096526374825,2,1,0,1,4.670237171865292,2,9.462002119767345,0,0,7.066627160819499
0,0.5522252074302847,0,0,1,2,16.160228401935473,2,3.1759666963437194,1,1,42.58287796356735
2,9.423834540022769,1,1,1,2,7.739221590354745,0,0.6342132458033067,1,1,100.0
1,0.7482120519497304,0,0,0,1,16.673944339880524,1,1.6728473929341225,1,1,47.253368755830095
2,4.384567152505782,2,0,0,0,7.632184359654506,1,8.572766360412897,0,1,60.3043027593117
2,5.298812610885262,2,1,0,0,16.482988103997826,2,5.866334591233839,1,1,100.0
1,9.853038322872855,2,1,1,2,6.666356303304839,0,7.787805493770657,1,1,100.0
0,1.6602182364286078,2,1,0,2,8.802654092353396,0,8.087815461396943,1,1,78.25571688680975
0,1.1443151861235856,2,0,1,0,12.30976838685315,0,8.232364392110732,1,1,78.2620618168848
1,0.08706147062543579,1,1,1,2,1.4057522805983735,2,5.506137077446088,0,1,45.61234594709833
0,1.555714368693023,2,1,1,0,18.96414123630929,0,1.7712059569910488,0,0,16.598886387526253
1,2.072729790676676,0,0,1,1,11.472115722476063,2,1.4823275223614174,0,0,41.41246095024927
1,6.3058094158309235,1,1,0,2,10.156400293816045,0,5.739844203751124,1,0,98.91195228312684
2,2.1970679039140038,0,1,0,1,16.78787942239824,2,3.665143536856764,0,0,34.31824083369011
1,0.2052081472932521,2,0,0,0,17.31525459793655,2,5.580482412457673,1,0,71.04983950356664
2,8.266183455024887,0,0,1,0,10.44520809058032,1,4.984778442378648,1,1,100.0
0,3.6559570100396677,1,0,1,1,18.545246515872748,2,6.021980796975485,1,0,15.133283358654626
0,3.536966865807339,1,0,0,2,1.2947553215296126,0,0.3211179073656534,0,0,100.0
0,3.024790291679266,1,0,1,1,2.2645158450243508,1,0.3283668063012335,0,0,50.310164505523694
0,9.75373277146421,0,1,1,1,11.935764600288802,0,7.215951708485088,1,1,100.0
2,1.7011541730928148,1,1,1,2,7.081317235871674,2,1.9312724382271984,1,1,100.0
0,8.982380639532352,0,0,0,0,9.284503323783976,1,6.521984621920564,0,1,79.68978312879923
1,7.76803332139888,2,1,0,1,6.561584357943331,2,5.465759107914545,0,0,57.847328052003554
1,0.7647995549931308,2,1,0,1,8.094506228898712,2,9.817944714046234,1,0,93.21759536662107
1,9.867291015008487,0,0,1,0,16.45292694292599,0,8.354058788830622,0,0,54.656483433947756
2,2.7136596353901057,1,0,0,1,11.869523997086093,0,4.1313452133134945,1,0,57.94635779245545
0,0.9858292702241234,0,0,0,0,19.946890985669967,0,6.16412820093165,0,0,65.72104498445064
0,8.293142341257594,0,1,0,2,15.73758395641926,1,1.1728945722547202,0,0,98.23615380005009
0,7.066755336776999,0,0,1,0,5.473325082036533,0,3.86386042962381,0,1,100.0
2,6.172188058779008,2,1,1,0,5.286902354533924,2,7.338877410898743,1,1,100.0
1,1.5598086369893316,0,1,1,1,6.717965402340143,1,6.226715841286536,1,1,80.90027451956207
1,4.784961162559619,2,1,1,0,16.865189612954854,0,4.844713243773579,1,1,100.0
0,7.805560268872139,0,1,1,0,0.545753013011312,0,1.7652910405266908,1,0,100.0
1,3.0362393814384028,2,0,0,1,4.603625577425154,0,8.031459261575446,0,0,55.18653439649314
1,3.1168982851504143,0,1,0,0,18.09836840688534,2,2.7316660441157694,1,0,100.0
2,0.03140906048122116,0,0,1,1,12.79792872166504,0,8.204790816619095,0,0,13.109458340819392
2,1.7424340164537955,1,1,1,2,4.536941910021128,2,6.116090627949935,1,0,60.55750815236674
2,8.754056251218342,1,0,0,0,4.382899364651607,1,3.7273142794878744,1,0,85.87669484845911
2,4.417464916377071,0,0,1,2,17.25236203518861,0,0.406052219599915,1,0,92.0119743859128
0,9.842344992344339,0,0,1,0,17.87515016554093,2,2.3241884434437687,0,0,71.58439623068067
2,3.9570796357379256,0,1,1,0,5.122621819242306,0,8.890709254881639,0,1,49.827955457746405
1,7.151864547802412,0,1,1,2,8.410207161530645,0,8.179743438957175,0,0,3.3281164497811204
0,2.8191904290472913,1,1,1,2,16.691914772566342,1,5.748533129340979,1,1,95.14429526244578
1,3.638096411409335,2,0,0,1,15.420148772197708,1,4.663224639621269,1,0,62.30642648901229
1,1.9072598759089465,0,1,0,1,16.27832213132169,2,6.471426793301092,0,0,27.832761496552923
1,3.47062368499395,1,1,1,2,10.367963815759376,2,4.662481278433015,0,1,61.904018196771496
2,5.472375204206431,0,1,1,0,18.230980966103463,2,6.443048407191403,0,0,33.52048252407072
2,9.917728809792495,0,0,0,1,6.519030879088705,1,3.074040996601579,0,0,88.38709048873002
0,6.642017130717857,2,1,1,0,3.1334426869503607,2,8.384972179114751,1,1,69.59378020786467
0,1.9924595440831405,0,1,0,1,14.174646651297296,1,7.0191789346526665,1,0,57.79977168834276
2,0.4496144159155113,0,0,1,1,10.787088320137928,1,3.299756284276918,1,1,42.804413845627195
1,1.263564813145106,2,0,0,1,17.09171537618962,0,8.306661148234411,1,0,53.910121546237875
0,5.6255520127304735,2,0,0,2,1.623184982494299,0,4.87342530853179,1,0,77.65240789205691
2,7.651603288167664,2,0,1,0,16.873848068761337,2,1.7463886473746149,0,1,100.0
2,9.404192073007469,2,0,1,2,5.8658930641764435,1,0.7771246200352666,0,0,100.0
2,0.15823171996820817,1,0,0,1,13.09711334336366,1,6.996057476372204,1,1,47.96812446131458
1,5.227601415618698,1,1,1,2,0.8025757815651158,1,8.651208042080107,0,0,0.5259086350815503
2,4.708673562231768,1,1,0,2,12.191625926072014,0,8.074419885945437,1,0,78.78689312281008
2,6.56055021975704,0,0,1,2,14.345433783746719,1,6.556510302221518,1,1,79.8739803946459
2,5.59578854465342,2,1,1,0,7.375004290112406,2,1.4137505560476804,0,0,63.33404943940496
2,6.870391505824806,2,0,1,2,4.308214105242804,2,0.9404407597665354,0,1,100.0
0,6.580825847491903,1,1,0,2,10.7526135320709,0,3.4502962301172535,1,0,100.0
0,1.170117248579462,0,0,0,2,16.66381608871293,2,8.549108903987687,1,1,35.2853908277338
2,7.997179136187196,0,0,1,2,6.470947165933016,1,9.617362703066641,0,1,93.81908465128633
1,1.2323257571632484,0,1,0,2,5.049385950425592,1,2.4136085484707124,0,1,23.558026400887023
0,6.985306252091371,1,1,1,2,5.578706172753753,2,7.6209567058172,1,1,77.43181931102606
2,4.161453676406067,0,1,0,2,18.982643058333288,0,5.738692169072057,0,0,33.07877120757893
0,5.138507345765979,0,1,1,1,7.185538315291193,1,0.3180736707794274,1,1,100.0
0,9.032980143757106,0,1,0,2,0.0720847977657435,1,5.429163499329398,1,0,83.39158700159211
1,8.898837264734865,2,1,0,2,15.633624159192394,0,8.059404029893551,0,0,48.418387650080376
2,8.178563056550296,1,1,0,0,13.985495906707804,1,2.761227833440265,0,0,61.293181206118106
2,5.101483804563233,2,1,0,1,2.5713652920593777,2,8.97361623970461,1,1,94.62386783171607
1,7.362398101338331,2,0,0,2,19.698084982698248,2,2.3626040687463687,0,1,100.0
1,5.1289705551880935,1,1,0,0,12.161245706102225,0,0.7647313264405431,0,0,78.71433527660184
2,8.696060824747775,2,1,1,2,10.01558981881203,0,1.5993930943956403,0,0,58.802221857669764
2,4.0277583323289985,0,0,1,2,7.644385352457821,2,8.370028687209183,0,0,52.580262324051766
1,9.702353444148768,0,0,0,2,17.97345511127276,0,4.173059190395283,0,1,94.71886484960612
0,9.323227582288776,0,0,1,2,4.879269628371265,2,7.969455636216577,1,1,45.21578523721497
0,7.416026194517855,0,0,0,2,5.715378004398037,0,5.312330609895951,0,1,84.39813306256069
1,2.79415884176072,1,1,1,0,2.448216133731338,2,4.805591247944314,0,0,14.05920666703963
0,1.316535887932584,2,1,1,2,15.182381911685201,1,8.069131514924653,0,1,38.44031576498723
1,8.547034500931975,2,0,1,0,11.910985608117066,1,4.234876117123759,1,1,100.0
0,1.6530228613796127,0,0,1,2,12.181323385089966,2,8.020327310663683,1,1,42.21267131621628
0,8.542607889973358,0,1,0,0,4.369408620389272,1,1.006621649634456,1,1,100.0
2,4.907650067123605,2,1,1,1,13.023367782541676,2,6.363108155392565,0,0,29.12702414137597
2,4.0655678380810425,1,1,1,2,15.30916894493728,0,7.025870565519847,1,0,54.61121130479203
0,9.031907788344292,2,1,1,1,7.157770614513785,1,8.990973961417426,0,0,10.638568713728578
0,6.038509825402779,0,0,0,1,16.026942879234245,1,2.2432391871619495,0,0,69.19032068180175
2,5.766140071297178,0,1,1,1,6.975811770640419,1,6.0421988009285155,1,1,73.44769892405125
2,5.587659446243976,1,0,0,2,15.162769230185752,2,4.33256563689223,1,0,87.72583987411423
2,3.711695160195314,2,0,0,1,0.6746021491543797,1,3.8277165554402903,1,0,69.27822557779524
1,7.856431035291273,1,0,1,0,11.023292029473053,0,1.0671355521195747,1,0,100.0
0,2.52798444015773,1,1,0,2,19.390531212797733,1,1.3423333059494225,0,0,41.15349901139342
2,9.38894960041275,0,0,1,1,19.624892013647816,0,8.369884614476463,1,0,30.707611716845346
0,8.939852050469607,2,1,1,2,5.635051566834813,1,7.49753432325562,0,1,51.77491967692042
1,3.3748032567489816,0,0,1,1,8.827981821607109,1,3.823411302911005,1,0,21.49565318032988
1,7.294637698316637,2,1,1,0,1.259558159732661,0,8.284865813896308,1,1,100.0
